Title,Fuel,Price,Engine,Location,Transmission,Range,Description
toyota alphard (2021),Bensin,Rp 750.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi Toyota Alphard 2.5 G TSS ATPM 2021 - Pilot Seat - 2TV - 4Camera - Sunroof - Leather Seat - Electric Seat - Power Back Door - Km 21.000 Antik - Warna Hitam - Nopol B Ganjil - Pajak 08-2026 - Body Full Original - Tangan 1 Dari Baru - Atas Nama Perorangan - Nik 2021 - Perlengkapan Kendaraan Komplit - Dijamin Kondisi Sempurna GARANSI : 1. Keabsahan Dokumen Kendaraan 2. Mobil tidak bekas tabrakan & tidak bekas banjir 3. Bisa di cek mesin, electrical, dan history service sebelumnya di bengkel resmi / ATPM Harga Kredit 750jt Harga Cash 825jt Silakan cek stok dan follow IG kami : @lbautosunter @lbauto_official LB AUTO (Masuk dari pintu 1) Bursa Otomotif Sunter Blok J8-10 & Blok KA2-8 Jl Yos Sudarso Kav 87-88, Jakarta Utara"
mercedes-benz gle-class (2016),Bensin,Rp 527.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,50.000-55.000 Km,Deskripsi FOR SALE: Mercedes Benz GLE 400 Black * Nik 2016 * KM 50 RB * Warna hitam * Plat B ganjil * Pajak agustus 2024 * Tangan pertama * Harman kardon sound system * Parking sensor * Electric Seattle Garansi sampai 3 tahun - mesin - transmisi - ecu - rem dll (S&K berlaku) * UNIT BEBAS TABRAK  DAN BANJIR * Paket Kredit Niaga F TDP 48Jt Ang. 13.853Jt X 59 Kombi OTR Cash 585 Jt nego “Nego sampai Jadi MORE INFO: Bursa Mobil Bintaro blok A50 Sektor 7
toyota fortuner (2021),Diesel,Rp 430.000.000,--,"Pancoran, Jakarta Selatan",Automatic,115.000-120.000 Km,Deskripsi Merek mobil: Toyota Tahun pembuatan: 2021 Model mobil: Fortuner Varian mobil: mobil-bekas-toyota-fortuner-2.4-4x4-vrz-solar-at-AT Jenis bahan bakar mobil: Diesel Jarak tempuh mobil: 120000 Warna mobil: Hitam Transmisi mobil: Otomatis Tipe penjual: Individual
mercedes-benz cla200 (2018),Bensin,Rp 475.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,25.000-30.000 Km,"Deskripsi For Sale : Mercedes Benz CLA 200 Type AMG Warna Putih Automatic Nik 2018 Pajak 2018 Odo 30rb miles Pajak 2024 Bebas accident & Banjir Paket TDP 30 jt Cicilan 11,845,000 X 59 (5 Tahun) CIMB NIAGA Asuransi Kombinasi Cash : Ask Cek Unit Bursa Mobil Bintaro/BSD"
toyota prado (2019),Bensin,Rp 950.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi Toyota Prado 2.7 TX Limited NIK 2019 Hitam KM 19rb ANTIK -  NIK 2019 -  KM 19rb -  Sunroof -  TV + 4 Kamera -  Keyless & Engine Start -  Heater Seat & Cooler Seat -  Leather Seat & Electric Seat -  Body 100% Full Original Cat Harga Cash 1.020m Harga Kredit 950jt Glory Perkasa Mobil Bursa Otomotif Sunter Jl. Yos Sudarso kav 87-88 Blok B2 No. 23-25 Jakarta Utara Masuk Pintu 3 (Sebrang Mall Artha Gading & Mall Of Indonesia, sebelum pom bensin Shell Yos Sudarso)"
honda ferio (1999),Bensin,Rp 75.000.000,>1.500 - 2.000 cc,"Pesanggrahan, Jakarta Selatan",Manual,>300.000 Km,Deskripsi Honda Civic Ferio : - ahun produksi : 1999 - Warna                : Hijau Metalic - Head Unit          : Pioner - Velg                    : Rays Racing - Knalpot              : Racing - Speaker              : ada tambahan subwoofer - Pajak hidup sampai Desember 2025 - Selebihnya silahkan cek di lokasi
honda cr-v (2009),Bensin,Rp 95.000.000,>2.000 - 3.000 cc,"Pesanggrahan, Jakarta Selatan",Automatic,140.000-145.000 Km,"Deskripsi Merek mobil: Honda Tahun pembuatan: 2009 Model mobil: CR-V Varian mobil: mobil-bekas-honda-cr-v-2.4-i-vtec-bensin-at-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 160000 Warna mobil: Silver Transmisi mobil: Otomatis Tipe penjual: Individual Atas nama pribadi, Tidak pernah tabrak, Pemakaian daily driver normal, Mobil dirawat, kaki kaki senyap, Ban baru ganti 2023, Kaca film 3M, Uda pakai crossbar, Interior aman aja, Minus ada titik karat di dekat bukaan tangki bensin Sisanya Insyaallah aman aja."
subaru brz (2023),Bensin,Rp 620.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Manual,5.000-10.000 Km,Deskripsi Subaru BRZ MT km6rb titipan temen butuh uang mobil ditaruh di garasi rumah saya. Surat lengkap BPKB STNK faktur manual book kunci serep Nopol genap Mesin sehat AC dingin Side skirt ori STI harga 8jt Rear side skirt ori STI harga 7jt Ducktail custom model gr86 Lokasi Jaksel Nego
toyota rush (2019),Bensin,Rp 209.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,35.000-40.000 Km,"Deskripsi ""Toyota Rush 1.5 TRD Sportivo 7 Bensin-AT 2019 . Khusus Harga Kredit : Rp 209,000,000 Khusus Harga Cash : Rp 219,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 35,376 km - Transmisi : AT - Pajak : 31-Aug-2024 - Plat : Ganjil/Genap - KN : CTIBB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Vacant - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
nissan livina (2019),Bensin,Rp 176.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,95.000-100.000 Km,"Deskripsi ""Nissan Livina 1.5 . Khusus Harga Kredit : Rp 176,000,000 Khusus Harga Cash : Rp 186,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 113,631 km - Transmisi : AT - Pajak : 31-Mar-2026 - Plat : Ganjil/Genap - KN : CKOGB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Aprilia Diah Permatasari - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota camry (2015),Bensin,Rp 194.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,95.000-100.000 Km,"Deskripsi ""Toyota Camry 2.5 V Bensin-AT 2015 . Khusus Harga Kredit : Rp 194,000,000 Khusus Harga Cash : Rp 204,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 98,116 km - Transmisi : AT - Pajak : 29-Jan-2025 - Plat : Ganjil/Genap - KN : CSTTB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Daniel Nugroho - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota avanza (2021),Bensin,Rp 240.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,40.000-45.000 Km,"Deskripsi ""Toyota Avanza 1.5 . Khusus Harga Kredit : Rp 240,000,000 Khusus Harga Cash : Rp 250,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 57,647 km - Transmisi : AT - Pajak : 01-Mar-2026 - Plat : Ganjil/Genap - KN : CWIGB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Aprilia Diah Permatasari - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota fortuner (2016),Diesel,Rp 339.500.000,>2.000 - 3.000 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,70.000-75.000 Km,"Deskripsi TOYOTA FORTUNER 2.4 4x2 VRZ Diesel A/T Tahun NIK 2016 Full Originial Cat (Nol Spet) Low Km 78ribu (Full Service Record Resmi Toyota) Tangan Pertama dari Baru Atas Nama Pribadi Pajak Hidup 1 Tahun Panjang Bulan 09-2026 (13 bulan) Warna Hitam Metalik Atas Nama Pribadi Service selalu di bengkel resmi Toyota dijamin perawatannya Mensin Diesel 2400cc irit sekali Automatic Transmission (A/T) Eksterior dan interior original Plat No.Pol Ganjil Ban baru kondisi 90% Kelengkapan komplit ( BPKB, STNK, faktur, toolkits, kunci serep, dll) Service book, remote keyless 2 buah Kelengkapan full ada semua tersimpan rapih dari baru + TV double din (cd dvd bluetooth usb aux , navigation dll) + Keyless , Start Stop Engine + Power Back door + 2 TV + kamera belakang + Jok kulit original Toyota Fortuner VRZ + Electric Seat + GPS Indonesia + Led daylight + Drive Mode : Power Mode & Eco Mode + Ac digital + Audio steering + TV plafon Mobil dijamin tidak/bebas banjir dan bebas accident Lokasi Bintaro Sektor 9"
mercedes-benz glc200 (2018),Bensin,Rp 418.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi Mercedes Benz GLC200 AMG Line Panoramic Tahun 2018 Black on Black Alacantara n Luxury Leather Seat *Service Record Mercedes Benz Indonesia *Garansi Otospector Mesin & Transmisi sampai dengan 90 hari *Garansi Sertifikasi Otospector Bebas Banjir + Tabrakan Besar Paket Credit TDP Minim OTR 418jt TDP 20jt Cicilan 12jt an x71 Cicilan 12,6jt an x59 Cicilan 14,8jt an x47 Asuransi Kombinasi Paket Credit TDP 60jt Cicilan 11,4jt an x59 Cicilan 13,1jt an x47 Cicilan 16,5jt an x35 Asuransi Kombinasi 2.0 I4 Turbo Engine 9G-Tronic Transmission Smart Keyless Entry All Doors Start/Stop Engine Button Tax on May ODO 37.xxx Electric Sport Alcantara Leather Seat with Memory Seat Front Seater AMG Bodykit Package AMG Wheels AMG Style Flat Botttom Steering Wheels with Paddle Shift, Audio Switch Control + Cruise Control Burmester Surround Sound Audio System Handle Transmision Control Panoramic Sunroof Electric Power Tailgate Rear Camera Parking Spare Key✔️ Tyre Kit✔️ Manual Book✔️ Document✔️ Dijamin bukan bekas banjir/kecelakaan cash/credit welcome, pasti dibantu"
gwm tank 500 (2024),Hybrid,Rp 860.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi FOR SALE GWM Tank 500 HEV 2.0 4x4 4WD AT Ayers Grey NIK 2024, PAJAK BULAN 2 (2026), ODOMETER LOW 6RB KM RECORD AUTHORIZED *GWM GARANSI 7 TAHUN & GARANSI BATERAI HYBRID 8 TAHUN* - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 860JT OTR CASH BY CALL Bunga 0% TDP 638,821,000 Angsuran 32,167,000 x11 DP Minim Tdp 291jt Angs 19,118,500 tlo x 47 Tdp 277jt Angs 17,160,500 tlo x59 UNTUK REQUEST DP / HITUNGAN LAIN, SILAKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : * Tangan Pertama Dari Baru, Pribadi * Electric Panoramic Sunroof * Infinity Sound System * Engine 2.0L Turbo Hybrid 342 Hp (648 Nm) * Acceleration 0-100 KM On 7.9 seconds * 9 Speed Auto Transmission * Interior Dan Eskterior GRES LIKE NEW * Paddle Shift, Adaptive Cruise Control * Integrated Intelligent Parking * Automatic Electric Side Step * AC Digital Triple Zone * TV Roof Monitor With Remote * 12.3 Inch Digital Information Display * 14.6 Inch Touchscreen Multimedia Display With Apple Carplay & Android Auto * Electric Seat with 3 Memory Function + Massage * 360 View Parking Camera, Parking Sensor * Intelligent LED Headlamp With DRL * LED Tail Light * SRS Airbags, TJA, AEBI, FCW, MEB, LDW, LKA COMPLETE SAFETY CAR * Electric Park Brake, Auto Hold Brake, Traction Control System * Kaca Film Llumar * Buku Service, Kunci Cadangan Tersedia LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (TJC) (C)"
toyota avanza (2022),Bensin,Rp 195.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi Avanza 1.5 G AT 2022 Harga tercantum adalah Harga Kredit Tangan pertama Perorangan Siap pakai dan NO PR Low KM 21000 Service record Toyota Pajak September 2026 Terima tukar tambah Cash atau Kredit OTR Kredit 195 juta OTR Cash  210 juta ( nego ) TDP 36 juta Angs 6.572.000 x 35 Angs 5.374.000 x 47 Angs 4.724.000 x 59 Bisa proses data di luar DKI Surat2 lengkap dan terjamin Buku service dan kunci serep ada Spesifikasi Tv dan kamera mundur Steering Switch Ac double blower 3 baris Bungkus jok Mesin 1500 Dual Vvti Start stop engine Rear wiper Retracted mirror Perlengkapan sesuai standard Astra Untuk informasi unit dan test drive bisa hubungi Star Auto Mobilindo Jl. Gunung Sahari Raya No.1 Mangga Dua Square, Bursa Otomotif, Lower Ground, Lot M7 Willy Darmawan"
honda civic (2010),Bensin,Rp 169.000.000,>1.500 - 2.000 cc,"Cilandak, Jakarta Selatan",Automatic,145.000-150.000 Km,"Deskripsi Honda Civic FD 2.0L 2010 ~ Spec: - Odo 150rb Full Service Record Honda - Pajak May 2026 - Nopol B Ganjil - Semi Bucket Seat ori by Honda - Telescopic Steering - Interior Original Leather Seat - Power Window - SRS Airbag - ECO Mode - Bluetooth - Kunci serep lengkap - Cat Body mulus terawat - Interior & jok full original - Retractable Mirror - Ban tebal - Mesin kering terawat - Kaki-kaki senyap - Transmisi matic sangat responsif - AC dingin - No Malfunction ~ Grab It Fast While It Last!!! ~ 100% Guarante: - Full Paper - No Crash/Fatal Accident - No Banjir - Real Odometer ~ Location: Gading Serpong Price Cash: 169jt (negotiable) *hitungan kredit dapat disesuaikan ~ Call or Whatsapp for Fast Respon CP: noldelapan15108889nollima (Kelvin) ~ Bagi bapak/ibu yg berminat, silakan datang Test Drive & Buktikan Unit Siap Pakai"
lexus rx350h (2023),Hybrid,Rp 1.315.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi Lexus RX350 H Luxury 2023 Black on Black (Hitam) KM 24.000 an Pajak 05 2026 ( Panjang Sampe thn depan) Nik 2023 Nopol B ( Nopol Pilihan) - Monitor Screen Audio + 4 Camera - Audio Mark Levinson - Panoramic + Sunroof - Keyless + Engine Start Button - Full Electric Seat + Memory Seat - Heater Seat + Cooler Seat - Velg R21 - GPS Indonesia - 2TV RSE (Rear System Enterinment) - Warranty ATPM Lexus Indonesia 5 Thn (3 Thn Full Sparepart + 5 Thn Free Oli , Jasa & Service) - Beli / Pakai dari baru ( Tangan Pertama) Harga  : Rp. 1,315 M (Harga Cash ) (Langsung Pemilik) Jakarta Selatan"
lexus es300h (2022),Hybrid,Rp 849.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,10.000-15.000 Km,Deskripsi Fs : Lexus ES300h 2.5 Ultra Luxury * Nik 2022 * ⁠Silver on Black * Very Low km 13 rb an Record Lexus * Plat B 4 angka Genap * Pajak Hidup 09/25 * 2.500 cc * Full Ori * Tgn pertama dari baru * Leather Seat * Electric Seat With Memory * Audio by Mark & Levinson * Start / Stop engine button * Keyless Entry * EV Mode * Electric Parking Brake * Sunroof * Rear Camera * 2 TV * Head unit Touchscreen * Paddle Shift * No Mallfunction * Dijamin tdk bekas tabrakan / banjir * Surat2 lengkap STNK & BPKB * ⁠ 850 jt (Khusus Kredit) * Cash by Call / WA Nego sampai deal setelah cek unit
honda br-v (2022),Bensin,Rp 223.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi KTP Daerah bisa di Proses Domisil di luar daerah Proses mudah n Cepat Jika anda punya cc Platinum proses One day Service S&K Berlaku Bismillahirrohmanirrohim... Honda BRV Prestige Sensing 1.5 AT Warna Putih - Tahun 2022 - Interior Hitam First Hand - Pajak Mar 2026 Km Super Antik 19rb Record - White on Black Perfect Condition !!! >>> Tersedia CASH CREDIT & TRADE IN <<< >>> OTR KREDIT 223jt  <<< Untuk Kredit kami bisa Bantu melalui beberapa Leasing sbb : = BCA Finance = BFI Finance = CIMB Niaga Finance = OTO Finance = Balimor Finance Untuk info paketan Kredit lain nya dan untuk HARGA CASH bisa langsung tanya by WA / Call Me Estee DP bisa di atur sesuai Budged Anda KTP Daerah bisa di bantu Domisili dan kerja di daerah / LN bisa di bantu Proses kredit mudah dan cepat Proses kredit kami bantu sampai PO Berikut beberapa simulasi kredit nya : - Otr Paket Kredit 223jt Bca finance Tdp 18jt Angsuran 6,470.000x47bln Angsuran 5,495.000x59bln Asuransi TLO > Harga kredit khusus paket 223jt > bca warranty mesin transmisi 1 th > all paket ass tlo Berikut Spec Kendaraan nya : √ Honda BRV Prestige Sensing 1.5 AT √ Tahun 2022 √ Warna Putih √ Interior Hitam √ 1500cc √ First Hand ( Perorangan ) √ KM Supeeerr Antik 19rb √ AC Dingin Sekali √ Suspensi empuk dan senyap √ Electrical Normal √ Body MuLuuussss √ Automatic Transmision √ White on Black √ Pajak Mar 2026 √ Plat GanjiL ( Bekasi ) √ Mobil Second Rasa BARU!!! √ No Mall Function √ and many more √ Grab it Fast !!! Kenapa harus beli mobil di KT-88 Cars ??? Karena hanya kami yg berani kasih bonus 1. Free Layanan 24 jam di seluruh Indonesia ( towing - derek - jumper aki dll ) 2. Mobil sudah lulus Inspeksi Otospector ( dijamin bebas laka dan banjir ) kami berani kasih Warranty sbb: = Kilometer kami jamin Asli = Di jamin no ex Banjir dan Tabrakan = Surat"" / Data Kendaraan di jamin Asli = Mobil sudah siap Pakai = Mobil yg kami jual sangat Istimewa = Mobil Bekas yang Berkualitas no tipu tipu Garansi 100% uang kembali, apabila tidak sesuai Warranty yg kami berikan More Info please Contact Us Estee - Marketing"
nissan serena (2016),Bensin,Rp 145.000.000,>1.500 - 2.000 cc,"Pesanggrahan, Jakarta Selatan",Automatic,130.000-135.000 Km,"Deskripsi Kondisi Mobil Terjamin: Mesin, transmisi, dan kaki-kaki dalam kondisi bagus. Terawat dengan baik dan rutin diservis. Bebas dari riwayat tabrak atau banjir. Spesifikasi Lengkap: Tipe Highway Star (HWS) Tahun 2016. Kilometer rendah untuk pemakaian tahun 2016, yaitu 130.000 KM. Kelengkapan dan Legalitas: Surat-surat kendaraan lengkap dan aman (BPKB, STNK). Kunci mobil lengkap, ada dua buah. Mobil milik pribadi (tangan kedua). Pajak 10/25 Fitur Unggulan: Pintu geser elektrik (power sliding door) ganda, memudahkan akses keluar masuk. Interior lapang, cocok untuk keluarga, bisa menampung 7 penumpang. AC digital dingin hingga baris belakang. Dilengkapi meja lipat di baris kedua. Harga 145 juta Nego"
